Name,Braid Notation
13a_3835,{-1;-2;3;-2;-4;3;-5;-2;-4;1;3;2;3;4;3;5;-4;3;-4;3;-2}
13a_3836,{1;-2;3;-2;1;3;-2;3;-2;-2;-2;1;-2}
13a_3837,{-1;2;-3;2;-3;4;-3;2;4;1;-3;4;-5;-4;-3;-2;-3;4;-3;5;2}
13a_3838,{-1;-3;4;2;5;-3;-4;-3;-2;-3;1;4;-2;-3;-5;-3;4;-3;4;4;4;-3;2}
13a_3839,{-1;-2;3;-4;3;-5;-2;-4;1;3;2;3;4;3;5;-4;3;-4;3;-2;3}
13a_3840,{1;-2;1;3;-2;3;-2;-2;-2;1;1;-2;3}
13a_3841,{-1;2;2;-3;2;4;-3;2;4;1;-3;-2;4;-3;-5;4;-3;2;-3;-4;5}
13a_3842,{-1;2;2;-3;2;4;-3;5;2;4;1;-3;-2;4;-3;4;-5;-4;-3;2;-3}
13a_3843,{-1;2;-1;2;-3;2;-3;2;-1;2;-1;-3;-1}
13a_3844,{-1;-2;3;-4;-3;-2;1;-2;3;-2;4;3;5;-4;3;-4;3;-2;3;-4;-5}
13a_3845,{-1;-3;4;2;5;-3;-4;-3;-2;-3;1;4;-2;-3;-3;-3;-5;-3;4;-3;4;-3;2}
13a_3846,{-1;2;-1;2;-3;2;-1;-3;2;-1;-3;-1;-1}
13a_3847,{-1;-2;-3;-2;4;3;5;-2;3;-4;3;-2;-4;1;3;-2;-4;-5;-4;3;-2}
13a_3848,{-1;2;-3;2;4;-5;-4;-3;2;1;2;3;2;4;-3;5;-3;2;4;-3;4}
13a_3849,{-1;2;-1;2;-3;2;-3;2;2;-1;2;-1;-3}
13a_3850,{-1;2;-3;2;-1;2;-3;2;-3;2;2;2;2}
13a_3851,{-1;-2;3;-4;3;-2;1;3;-4;3;-4;3;-5;-2;3;-4;3;2;3;4;5}
13a_3852,{-1;-2;-2;3;-2;-4;-2;5;-2;-2;-2;1;3;2;-4;-3;-4;-5;-4;3;-2}
13a_3853,{-1;-2;3;-2;-4;-2;5;-2;3;-2;-4;1;3;2;-3;-4;-5;-4;3;-2;3}
13a_3854,{-1;-2;3;-2;-4;3;5;-2;-4;1;3;3;3;2;-3;-4;-5;-4;3;-2;3}
13a_3855,{1;-2;1;3;-2;1;3;1;-2;-2;-2;-2;3}
13a_3856,{-1;2;-3;2;4;-3;2;4;2;-5;1;-3;2;-3;4;-3;-2;-3;-4;5;4}
13a_3857,{1;-2;3;-2;1;3;-2;1;3;-2;1;1;1}
13a_3858,{-1;2;3;2;4;1;5;2;-3;4;-3;2;4;-3;2;4;-3;-5;-4;-3;2}
13a_3859,{-1;-5;3;-4;3;-2;3;4;5;3;-4;3;3;2;3;1;-2;3;4;3;-2;3;-2}
13a_3860,{1;-2;1;3;-2;3;-2;-2;1;1;-2;-2;3}
13a_3861,{-1;-2;3;-4;3;-2;1;3;2;3;4;3;5;-4;3;-4;3;-2;3;-4;-5}
13a_3862,{-1;-2;3;4;3;5;-2;-4;1;3;2;3;-4;3;-4;-5;-4;3;3;-2;3}
13a_3863,{1;-2;3;-2;1;3;-2;3;-2;-2;1;-2;1}
13a_3864,{-1;-2;3;-2;3;4;3;-2;1;-2;3;-4;3;5;3;3;4;3;2;3;-4;3;-5}
13a_3865,{-1;-2;-3;4;5;4;3;2;4;1;-5;-6;5;7;4;3;-2;4;-5;4;-6;-3;4;-3;4;5;4;-3;2;-3;4;-5;6;-7;6}
13a_3866,{-1;2;-3;-3;-4;5;4;-3;2;4;1;-3;4;-3;-5;2;-3;4;-3;-2;-3}
13a_3867,{-1;3;3;-5;3;-4;3;2;3;4;5;3;-4;3;-2;1;-2;3;4;3;-2;3;-2}
13a_3868,{-1;2;-3;4;5;4;-3;4;-3;-2;3;-6;4;-5;4;7;-3;6;4;-5;1;4;2;3;4;5;-6;-7;5;6;4;-5;4;-3;-2}
13a_3869,{1;-2;-2;3;-2;1;3;-2;3;-2;-2;-2;-2}
13a_3870,{-1;2;-3;-3;4;-3;2;4;1;-3;4;-3;-5;2;-3;4;-3;-2;-3;-4;5}
13a_3871,{-1;2;-3;4;-5;-4;-3;-3;2;1;-3;-3;2;-3;4;-3;5;-2;4;-3;4}
13a_3872,{-1;-5;-4;3;2;3;4;3;3;3;5;3;-4;3;-2;1;-2;3;4;3;-2;3;-2}
13a_3873,{-1;6;-7;6;-5;4;-3;2;-3;4;5;4;-3;-6;4;-5;-3;4;-2;3;4;7;5;-6;4;-5;1;4;2;3;4;5;4;-3;-2}
13a_3874,{-1;3;-5;3;-4;3;2;3;4;3;5;3;-4;3;-2;1;-2;3;4;3;-2;3;-2}
13a_3875,{-1;-3;2;-3;4;5;4;-3;-2;-3;1;4;2;-5;-3;4;2;-3;2}
13a_3876,{-1;-2;3;-4;5;-4;3;-4;3;-2;3;-2;-4;1;-5;-2;3;4;3;2;3}
13a_3877,{-1;2;-3;2;-1;2;-1;-1;2;-1;-3;-3;-3}
13a_3878,{-1;-2;3;-2;-2;-2;1;-2;-2;-2;3;3;3;-2;3}
13a_3879,{-1;2;-3;4;-5;4;3;-2;4;1;-3;5;-2;4;-3;4;-3;-3;-3;2;-3;-3;-3}
13a_3880,{-1;2;-3;4;-5;4;-3;-2;1;-3;-4;5;4;4;-3;-2;4;-3;4;-3;-3;-3;2}
13a_3881,{-1;2;-3;-4;5;-6;5;-4;3;-2;1;-3;2;-4;-3;-5;-4;6;5;7;-4;-4;-4;3;-2;-4;3;-4;5;-6;5;4;5;6;-7}
13a_3882,{1;-2;3;-2;1;3;1;1;1;-2;3;-2;3}
13a_3883,{-1;2;3;2;1;2;-3;2;4;-3;5;4;-3;2;4;-3;4;-3;4;-5;-4}
13a_3884,{-1;2;-3;2;-1;2;-1;-3;-1;2;2;2;-3}
13a_3885,{-1;2;-3;2;-1;2;2;-1;2;2;-3;-3;-3}
13a_3886,{-1;-2;3;-4;3;-2;3;-2;-4;-2;-5;1;4;3;-2;3;-4;3;5;2;-4}
13a_3887,{-1;-2;-3;4;3;5;-4;3;-2;3;-2;-4;1;-2;3;-2;-4;-5;-4;3;-2}
13a_3888,{-1;-2;-2;3;-2;3;-2;-2;-2;1;-2;-2;-2;3;-2}
13a_3889,{-1;-5;-4;3;-4;-4;-2;3;3;3;3;-4;5;-4;3;2;3;1;-2;3;4;3;2}
13a_3890,{-1;4;-7;-5;6;-5;4;3;4;2;-3;4;5;-6;4;-5;3;4;7;-5;6;-2;-5;-3;1;4;-2;3;4;5;-6;-5;4;-3;2}
13a_3891,{-1;2;-3;-3;-3;4;-3;-2;-3;-3;4;5;-3;-4;-3;1;2;-3;4;-5;4;-3;-2}
13a_3892,{1;-2;1;3;1;-2;1;1;-2;3;3;3;3}
13a_3893,{-1;2;2;-3;2;4;-5;4;-3;2;4;2;1;-3;2;-3;4;5;4;3;-2}
13a_3894,{-1;-2;3;-2;-4;3;-5;-4;3;-2;1;3;-2;3;4;3;5;2;-4;-4;-4}
13a_3895,{-1;2;-3;-3;-3;2;2;2;2;1;2;-3;2;2;2}
13a_3896,{-1;2;-3;-4;-5;-4;3;-2;-4;1;3;5;3;3;-2;3;-4;3;3;3;3;2;3}
13a_3897,{-1;-2;3;-4;3;3;3;2;1;3;-4;-4;-4;3;-5;-2;3;4;3;2;3;-4;5}
13a_3898,{-1;2;-3;4;5;4;3;-2;4;1;-3;-5;-2;4;6;3;-7;-4;-5;-6;-5;4;-3;-5;2;4;6;4;7;4;3;4;-5;4;-6}
13a_3899,{-1;2;-1;-3;-1;-1;-1;2;-1;-3;-1;-3;-3}
13a_3900,{-1;-2;-3;-2;4;-2;5;-2;3;-2;-4;1;-2;3;-4;-4;-4;-5;-4;3;-2}
13a_3901,{-1;-2;3;-4;-5;-4;-3;-2;1;-2;3;-2;4;-2;5;-2;-2;3;-4;-4;-4}
13a_3902,{-1;-2;-3;-4;-3;5;4;-6;-3;5;-7;2;6;1;-3;2;4;-3;-5;-5;-5;4;-5;-6;-5;7;-4;6;-3;-5;-2;4;-3}
13a_3903,{-1;2;-1;-3;-1;-1;2;2;-1;2;-3;-3;-3}
13a_3904,{-1;2;-3;2;-1;2;-3;2;2;2;2;2;-3}
13a_3905,{-1;-2;3;-4;3;-2;1;3;-4;3;-5;-4;3;-2;3;4;3;5;2;3;-4}
13a_3906,{-1;-2;3;-4;3;5;-6;5;-4;3;2;1;3;-2;3;4;3;-5;-4;6;3;-7;2;-6;5;-4;-4;-4;3;-4;-5;4;6;-5;7;4;3}
13a_3907,{-1;4;-3;4;2;-3;-3;5;-3;4;-3;-2;3;1;4;2;-3;4;-5;4;4;-3;-2}
13a_3908,{-1;-2;3;-4;3;5;-2;-4;1;3;-4;3;-2;3;-4;3;-5;3;4;3;2}
13a_3909,{-1;2;-3;2;2;-1;2;-1;2;-3;2;-3;2}
13a_3910,{-1;2;-3;2;-1;2;-3;2;2;-1;-1;2;-3}
13a_3911,{1;-2;1;3;-2;-2;1;-2;-2;3;3;3;3}
13a_3912,{-1;2;-3;2;4;-3;-3;2;1;-3;2;-3;4;5;4;3;-2;-3;4;-5;4}
13a_3913,{-1;-2;3;3;-2;3;-2;3;-2;1;-2;-2;-2;3;-2}
13a_3914,{-1;2;3;-4;-5;4;3;-2;1;3;-4;3;5;-2;3;-4;-4;-4;3;3;3;3;2}
13a_3915,{-1;2;-3;4;-5;4;-6;4;4;4;3;-2;1;3;4;5;4;-3;-2;4;-3;-5;-4;6;-5;-7;-6;-5;4;3;-5;2;4;6;7}
13a_3916,{-1;2;-3;4;5;4;3;-2;4;1;3;-5;-2;6;-3;7;4;-5;-6;5;4;3;2;4;-5;4;6;-3;-7;4;-5;-5;-5;4;-6}
13a_3917,{-1;2;-3;-4;-5;-6;-7;-6;5;4;-6;3;5;7;-2;8;1;3;9;2;-4;3;5;-6;5;-7;-4;8;5;6;5;4;-3;5;-2;4;-6;-3;7;-4;5;6;5;4;5;-6;-7;-8;7;-9;-8}
13a_3918,{-1;-2;3;-2;-4;-4;-4;-5;-4;3;-2;1;-2;-3;4;3;5;-2;-4;3;3}
13a_3919,{1;-2;3;-2;1;-2;1;-2;3;3;3;3;-2}
13a_3920,{-1;2;-3;2;-3;4;-5;4;-3;2;1;-3;4;-3;2;-3;4;5;4;3;-2}
13a_3921,{-1;2;-1;-1;2;-3;2;-3;2;-1;2;-3;2}
13a_3922,{-1;2;2;-3;2;-3;2;-1;2;-3;2;2;2}
13a_3923,{-1;-2;3;-4;3;-2;1;3;-4;-5;4;3;3;3;-2;3;-4;3;5;2;-4}
13a_3924,{-1;3;-2;3;4;5;3;-4;3;2;3;1;-2;3;3;4;-5;3;-4;3;-2;3;-2}
13a_3925,{-1;-2;3;3;-4;5;-4;3;-4;3;-2;1;3;2;-4;3;-5;4;3;-2;3}
13a_3926,{-1;-2;3;3;-4;3;-4;3;-2;1;3;-4;-5;4;3;-2;3;-4;3;5;2}
13a_3927,{-1;2;-3;4;-5;4;6;3;-5;-2;1;-3;4;-5;4;-3;2;4;-5;-6;5;-7;-6;5;4;-3;4;-5;4;6;3;7;-2}
13a_3928,{-1;-2;3;-4;3;-5;-4;3;3;-2;1;3;-2;3;4;3;5;2;-4;3;-4}
13a_3929,{-1;-2;3;-2;-4;-2;5;3;-2;-4;1;3;-4;3;-2;3;-4;-5;4;3;2}
13a_3930,{-1;4;7;5;-6;-5;-3;4;-2;3;4;5;6;-7;-6;4;-5;4;-3;2;-3;4;-3;1;4;-2;-3;4;5;6;4;-5;4;3;2}
13a_3931,{-1;-2;3;-4;3;5;3;3;-2;-4;1;3;-4;3;-2;3;-4;-5;4;3;2}
13a_3932,{-1;-2;3;-4;3;5;-2;1;3;3;-4;3;-4;3;-2;3;-4;-5;4;3;2}
13a_3933,{-1;2;-3;4;-5;4;6;3;-5;-2;1;-3;2;4;-5;4;-3;4;-5;-6;5;-7;-6;5;4;3;-2;-3;4;-5;4;6;7}
13a_3934,{-1;-2;3;-2;-4;3;-4;3;-5;-4;3;-2;1;3;-2;3;4;3;5;2;-4}
13a_3935,{-1;2;-3;2;4;-3;5;2;-4;1;-3;2;-3;-3;-3;4;-3;-5;-4;-3;2}
13a_3936,{-1;2;3;-4;5;-6;5;-7;-4;-6;-5;-4;3;-2;1;3;-4;3;5;-4;6;3;-5;7;2;-4;6;-3;-4;-5;-4;3;-2}
13a_3937,{-1;2;-3;2;4;-5;-4;-3;2;1;2;3;2;4;-3;5;2;-3;2;4;-3}
13a_3938,{-1;3;2;3;3;-4;3;-4;5;-4;3;3;-2;3;1;2;3;4;-5;3;-4;3;-2}
13a_3939,{-1;3;-2;3;-2;-2;-2;1;-2;-2;3;3;-2;3;-2}
13a_3940,{-1;-3;4;-3;4;4;4;-2;5;-3;-4;-3;2;-3;-3;1;-2;-3;4;-5;4;-3;2}
13a_3941,{-1;-3;2;-3;-3;4;-5;-3;4;-3;4;-2;-3;4;-3;-3;1;-2;5;-3;-4;-3;2}
13a_3942,{-1;2;-3;-3;4;4;-3;4;-3;4;-2;5;-3;-4;-3;1;-2;-3;4;-5;4;-3;2}
13a_3943,{-1;-3;4;-3;4;-2;5;-3;-4;-3;-3;-3;2;-3;-3;1;-2;-3;4;-5;4;-3;2}
13a_3944,{-1;3;3;-4;3;-4;-4;-2;5;3;-4;3;2;3;3;1;-2;3;4;-5;-4;3;2}
13a_3945,{-1;3;-2;3;-4;5;3;4;3;2;3;1;-2;3;3;-4;-5;-4;-4;3;-4;3;2}
13a_3946,{-1;2;-3;2;4;-5;-4;-3;2;1;2;3;2;4;-3;5;-3;2;-3;4;-3}
13a_3947,{-1;-4;5;-6;-7;6;-5;-4;3;-4;-4;2;-3;-4;5;-6;5;-4;3;-4;5;-4;-2;-3;1;-2;7;5;3;6;-4;-5;-4;-3;2}
13a_3948,{-1;-4;5;-4;-3;4;5;-6;5;-4;2;7;5;3;6;-4;-5;-4;-3;-2;3;-4;1;-4;-2;-3;-4;5;-6;-7;6;5;-4;3;2}
13a_3949,{-1;2;2;-3;2;-1;-1;-1;-1;2;2;-3;2}
13a_3950,{-1;-2;-3;-2;4;3;5;3;-4;3;-2;1;-2;3;3;-4;3;-5;-4;3;-2}
13a_3951,{-1;2;2;2;-3;2;1;2;2;-3;-3;2;2;-3;2}
13a_3952,{-1;2;-3;2;-1;-1;-1;-1;2;2;-1;-3;2}
13a_3953,{-1;-2;-3;-2;4;3;5;-2;3;-4;3;-2;1;-2;3;3;-4;-5;-4;3;-2}
13a_3954,{-1;2;2;-3;2;-1;-3;-1;-1;-1;2;-3;-3}
13a_3955,{-1;-2;-3;-2;4;3;5;3;-4;3;-2;-4;1;-2;3;-4;-4;-5;-4;3;-2}
13a_3956,{-1;2;-3;2;-4;-3;-5;4;-3;2;1;-3;2;-3;-3;-4;-3;5;4;-3;2}
13a_3957,{-1;2;-3;2;-1;-1;2;-3;-3;2;-1;-3;2}
13a_3958,{-1;3;2;3;4;-5;-4;3;-2;3;-4;3;1;-2;3;3;-4;5;3;-4;3;3;2}
13a_3959,{-1;2;3;3;-4;-4;3;3;-4;3;-2;5;3;-4;3;1;-2;3;4;-5;-4;3;2}
13a_3960,{-1;3;3;-4;3;-2;3;3;5;3;-4;3;2;3;3;1;-2;3;4;-5;-4;3;2}
13a_3961,{-1;3;-2;3;-4;5;3;4;3;2;3;1;-2;3;3;-4;3;3;-5;3;-4;3;2}
13a_3962,{-1;2;-3;4;5;4;6;-5;4;4;3;-2;4;1;-3;2;4;4;5;4;-6;-7;-6;5;4;-3;4;-5;4;6;-5;7;4;3;-2;3;4}
13a_3963,{-1;4;-3;4;4;-5;-6;4;-5;4;2;7;3;6;4;-5;4;-3;-2;3;1;4;-2;-3;4;5;-6;-7;-5;6;4;5;4;3;2}
13a_3964,{-1;3;-5;3;-4;3;-2;3;-4;3;5;3;-4;3;2;3;3;1;-2;3;4;3;2}
13a_3965,{-1;3;-2;3;-4;5;3;4;3;2;3;1;-2;3;3;-4;-5;3;-4;3;3;3;2}
13a_3966,{-1;4;-3;4;4;7;-5;6;4;-5;4;2;3;4;5;-6;-7;-6;-5;4;-3;-2;3;1;4;-2;-3;4;-5;6;4;5;4;3;2}
13a_3967,{-1;4;5;-6;-7;6;-5;4;3;4;4;2;-3;4;5;-6;-5;4;3;4;4;-5;4;-2;-3;1;-2;7;3;6;4;-5;4;-3;2}
13a_3968,{-1;4;-3;7;4;6;4;-5;4;2;3;4;5;-6;-7;-5;-6;4;-5;-3;4;-2;3;1;4;-2;-3;4;-5;6;4;5;4;3;2}
13a_3969,{-1;-7;-6;-4;5;-4;-3;4;5;6;5;-4;2;7;5;3;6;-4;-5;-4;-3;-2;3;-4;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_3970,{-1;2;3;4;3;-5;3;4;3;-2;3;1;-4;-2;3;-2;-2;-2;5;3;-4;3;-2}
13a_3971,{-1;2;-3;4;5;4;6;3;7;-2;1;-3;4;4;-5;4;6;5;4;3;-2;4;-3;4;-5;4;-6;5;-7;4;-6;4;-5;4;3;2;4}
13a_3972,{-1;-2;-2;3;3;-2;-4;3;-2;1;3;-2;-4;3;-5;4;3;2;3;-4;5}
13a_3973,{-1;2;-3;-4;-3;-5;4;-3;2;1;2;2;-3;-4;-3;5;2;-3;4;-3;2}
13a_3974,{-1;-3;2;-3;-3;4;-5;-3;4;-3;-2;-3;4;-3;-3;-3;1;-2;5;-3;-4;-3;2}
13a_3975,{-1;-7;6;-4;-5;-4;3;-4;-2;3;-4;-4;5;-6;-4;5;-4;7;-3;6;-4;-5;-4;2;-3;1;-2;3;-4;5;-6;5;-4;-3;2}
13a_3976,{-1;-7;6;4;-5;4;3;4;4;2;-3;4;5;-6;-5;4;3;7;4;6;4;-5;4;-2;-3;1;-2;3;4;5;-6;-5;4;-3;2}
13a_3977,{-1;-2;3;-4;-5;-4;-6;5;-7;-4;6;-3;2;-4;1;-3;5;-2;-4;3;-4;5;-6;-5;7;-4;6;3;5;2;-4;3;-4}
13a_3978,{-1;-2;-3;4;5;4;-3;2;-3;-3;4;-3;1;2;-5;-3;4;-3;2}
13a_3979,{-1;-3;-3;-3;2;-3;-3;4;-5;-3;4;-3;-2;-3;4;-3;1;-2;5;-3;-4;-3;2}
13a_3980,{-1;2;-3;-4;-3;-5;4;-3;2;1;-3;2;-3;-3;-4;-3;5;4;-3;2;-3}
13a_3981,{-1;-4;-2;-5;3;-4;-6;-4;-7;5;-6;-4;5;-4;-3;-4;5;-4;2;-3;6;-4;-5;-4;3;1;-2;7;3;6;-4;5;-4;-3;2}
13a_3982,{1;-2;1;3;3;-2;3;-2;1;-2;1;3;1}
13a_3983,{-1;2;-3;4;-3;5;2;4;4;-3;4;-3;2;1;-3;2;4;-5;-4;3;2}
13a_3984,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;4;-2;-3;4;4;5;-4;-3;-3;-3;2}
13a_3985,{-1;-4;-4;-4;-2;3;-4;5;-6;5;-4;-7;5;-3;6;-4;2;5;-3;4;5;-6;5;-4;3;1;-2;7;3;6;-4;-5;-4;-3;2}
13a_3986,{1;-2;1;-2;3;-2;1;-2;-2;-2;1;3;1}
13a_3987,{-1;2;-3;2;-3;4;-3;-5;2;4;-3;2;2;1;-2;-3;-4;-3;5;2;4}
13a_3988,{-1;2;-3;4;-3;5;2;-3;4;-3;2;1;-3;-3;-3;2;4;-5;-4;3;2}
13a_3989,{-1;2;3;4;3;-2;1;3;-4;5;-4;6;3;2;-4;5;-4;-3;-4;5;-6;-5;7;-6;5;-4;3;-2;3;-4;-5;6;-7}
13a_3990,{-1;5;-4;5;-3;-4;5;7;5;6;-5;-4;2;-3;-4;5;-6;-7;6;-5;-4;3;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_3991,{-1;-2;-5;-3;4;-5;6;9;-7;8;6;7;-5;-6;-4;-5;3;-4;2;-3;4;-5;6;-7;-8;-9;-8;6;7;-5;6;-4;5;6;-7;6;-5;3;1;4;-2;-3;8;4;7;-5;-6;-5;-4;3;2}
13a_3992,{-1;2;-3;2;-1;2;2;2;2;-1;-3;2;2}
13a_3993,{-1;-2;3;-4;3;5;-2;-4;3;3;-2;1;3;-4;3;-5;-2;3;4;3;2}
13a_3994,{1;-2;1;-2;3;-2;1;-2;1;1;-2;-2;3}
13a_3995,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;4;-2;-3;4;4;-3;5;-3;-4;-3;2}
13a_3996,{-1;-2;3;-4;3;-5;-4;6;3;2;1;3;2;-4;-5;-4;-3;-4;5;-6;5;-7;-4;-6;-5;-4;3;-2;3;-4;5;6;7}
13a_3997,{1;-2;1;3;3;-2;3;-2;-2;-2;1;-2;3}
13a_3998,{-1;2;-3;2;4;-3;2;4;1;4;-3;4;-5;-4;-3;-2;-3;4;-3;5;2}
13a_3999,{-1;-2;3;-2;4;3;5;3;-2;-4;1;3;-2;3;-4;3;-5;-4;3;2;3}
13a_4000,{-1;-2;3;4;3;5;-4;3;-2;3;-2;1;-2;3;4;3;-5;-4;3;-2;3}
13a_4001,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;-2;-3;-3;4;5;-3;-4;-3;-3;-3;2}
13a_4002,{-1;-2;3;-2;-4;-2;5;3;3;-2;-4;1;3;-2;3;-4;3;-5;4;3;2}
13a_4003,{-1;-2;3;4;3;5;3;-2;-4;1;3;-2;3;-4;3;-5;-4;3;2;3;3}
13a_4004,{-1;2;-3;2;-3;4;-3;-5;-4;-3;-3;2;1;-3;-2;-3;4;-3;5;2;4}
13a_4005,{-1;5;-4;-3;-4;-4;7;5;6;-4;-5;-4;2;3;-4;5;-6;-7;6;-5;-4;-3;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_4006,{1;-2;1;3;1;1;1;-2;-2;1;3;-2;3}
13a_4007,{-1;2;-3;4;-3;5;2;4;1;2;-3;-3;2;4;-3;2;4;-5;-4;3;2}
13a_4008,{1;-2;3;-2;1;3;1;1;1;-2;-2;3;-2}
13a_4009,{-1;2;3;2;1;2;-3;2;4;-3;5;-3;4;-3;2;-3;4;-3;4;-5;-4}
13a_4010,{-1;2;-3;2;4;-3;-5;2;-4;1;-3;-2;-3;-3;-3;4;-3;5;4;-3;2}
13a_4011,{1;-2;1;-2;3;-2;-2;-2;1;-2;-2;-2;3}
13a_4012,{-1;2;-3;2;-3;4;-3;-5;-3;-3;2;4;1;-3;-2;-3;-4;-3;5;2;4}
13a_4013,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;-2;-3;-3;4;-3;-3;5;-3;-4;-3;2}
13a_4014,{-1;5;-4;-3;-4;-4;2;7;5;3;6;-4;-5;-4;-3;-4;5;-6;-7;6;-5;-4;-2;3;1;-4;-2;-3;-4;5;-6;5;-4;3;2}
13a_4015,{-1;2;-3;-4;5;-4;6;5;-4;3;-2;1;3;-4;3;5;-4;-6;3;-5;-7;2;-6;5;-4;-3;-4;-5;-4;6;3;7;-2}
13a_4016,{1;-2;1;-2;1;3;1;-2;1;-2;1;3;1}
13a_4017,{-1;2;-3;4;-3;5;2;-3;2;4;2;-3;2;1;-3;2;4;-5;-4;3;2}
13a_4018,{-1;2;-1;-3;-1;2;-1;2;2;-1;-3;2;2}
13a_4019,{1;-2;1;-2;1;3;1;-2;-2;-2;1;-2;3}
13a_4020,{-1;2;-3;2;4;-3;2;-3;2;4;2;-5;1;-4;-3;-2;-3;4;-3;5;2}
13a_4021,{-1;-2;3;-4;5;-4;3;3;-2;3;-2;-4;1;3;-5;-2;3;4;3;2;3}
13a_4022,{1;-2;1;3;1;-2;-2;1;3;-2;3;-2;-2}
13a_4023,{-1;2;-3;2;-3;4;-3;5;2;4;-3;2;1;-3;2;4;-3;-5;-4;-3;-2}
13a_4024,{-1;2;-1;-3;-1;-1;2;2;-1;2;-3;2;2}
13a_4025,{1;-2;3;-2;-2;1;3;-2;3;-2;-2;-2;-2}
13a_4026,{-1;2;-3;4;-3;-3;2;4;1;-3;4;-3;-5;2;-3;4;-3;-2;-3;-4;5}
13a_4027,{-1;2;-1;-3;2;-1;2;2;2;-1;-3;2;2}
13a_4028,{-1;2;-1;-3;-1;-1;2;-1;2;-1;-3;2;2}
13a_4029,{1;-2;3;-2;1;-2;1;3;1;1;-2;-2;3}
13a_4030,{1;-2;3;-2;-2;-2;1;-2;1;3;-2;-2;3}
13a_4031,{1;-2;1;-2;1;3;1;-2;-2;1;-2;1;3}
13a_4032,{-1;2;-1;-3;2;2;-1;-1;-1;2;-3;2;2}
13a_4033,{-1;-2;3;-4;3;-5;3;-4;3;-2;1;-2;-3;-2;4;3;5;-2;-4;3;3}
13a_4034,{-1;2;-3;4;-3;-3;2;4;1;-5;4;-3;-2;-3;-4;-3;5;4;-3;2;-3}
13a_4035,{-1;-2;3;3;-2;3;-2;-4;3;-5;-2;4;1;3;-2;3;-4;3;5;2;-4}
13a_4036,{-1;-2;3;-2;-4;3;-5;3;-4;3;-2;1;-2;-3;-2;4;3;5;-2;-4;3}
13a_4037,{-1;2;-3;2;4;1;-3;5;-3;2;4;-3;4;-3;2;-3;4;-5;-4;3;2}
13a_4038,{-1;2;-3;-3;2;4;-5;4;-3;2;1;-2;-3;-4;-3;5;4;-3;2;-3;4}
13a_4039,{1;-2;3;-2;1;-2;1;3;1;-2;-2;-2;-2}
13a_4040,{-1;2;-3;4;-3;2;-3;2;4;2;-5;1;-3;2;-3;4;-3;-2;-3;-4;5}
13a_4041,{1;-2;1;3;3;-2;1;3;-2;1;3;1;1}
13a_4042,{-1;2;3;2;4;1;5;2;-3;2;4;4;-3;2;4;-3;4;-5;-4;-3;2}
13a_4043,{-1;-2;-3;-2;4;3;5;-4;3;-2;1;-2;3;3;-2;-4;3;-5;-4;3;-2}
13a_4044,{1;-2;1;-2;3;-2;-2;1;1;-2;1;-2;3}
13a_4045,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;-2;-3;4;4;-3;4;5;-3;-4;-3;2}
13a_4046,{-1;-2;3;-2;-4;3;-5;3;-2;4;1;3;-2;3;-4;3;5;-4;3;3;2}
13a_4047,{-1;-2;3;-4;3;-5;3;-2;-4;3;-2;1;-2;-3;4;3;5;-2;-4;3;3}
13a_4048,{-1;-2;3;-2;-4;3;-5;3;-2;-4;3;-2;1;-2;-3;4;3;5;-2;-4;3}
13a_4049,{-1;2;-3;-3;2;4;-3;-5;4;-3;2;1;-2;-3;-4;5;4;-3;2;-3;4}
13a_4050,{1;-2;1;-2;3;-2;-2;1;-2;1;-2;-2;3}
13a_4051,{1;-2;1;-2;3;-2;-2;1;1;1;-2;1;3}
13a_4052,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;-2;-3;4;-3;4;-3;5;-3;-4;-3;2}
13a_4053,{-1;-3;-2;-3;4;-5;4;-3;4;2;-3;1;-2;-3;4;4;4;-3;4;5;-4;-3;2}
13a_4054,{-1;2;-3;4;4;5;4;-6;5;-7;4;-6;3;-2;4;1;5;4;-3;4;-5;4;6;-5;7;4;6;3;-2;4;-3;4;-5;4;3;2;4}
13a_4055,{1;-2;3;-2;1;-2;3;-2;-2;1;1;-2;-2}
13a_4056,{-1;-3;2;-3;4;-5;4;-3;-2;-3;4;4;-3;-3;4;-3;1;2;5;-3;-4;-3;-2}
13a_4057,{-1;4;-3;4;2;-3;4;5;-6;-5;4;7;3;6;4;5;4;-2;3;4;-5;-6;4;-5;1;4;-2;-7;-3;6;4;-5;4;3;2}
13a_4058,{-1;-2;3;4;3;5;-4;3;-2;1;3;2;3;-4;3;-5;-4;3;3;-2;3}
13a_4059,{1;-2;1;3;3;-2;3;-2;-2;1;-2;1;3}
13a_4060,{-1;-2;3;-4;3;5;-2;-4;1;3;-2;3;-4;3;-5;4;3;3;2;3;3}
